timestamp,week_id,is_warmup,load_bus_0,load_bus_1,load_bus_2,load_bus_4,load_bus_5,load_bus_6,load_bus_7,load_bus_8,load_bus_9,load_bus_10,load_bus_11,load_bus_12,load_bus_13,pv_bus_6,pv_bus_7,pv_bus_10,pv_bus_12
2016-01-01 13:15:00,0,False,7.147364,2.36304,4.72608,7.147364,1.77228,1.5315781,0.332826,2.042104,3.0631561,1.143258,7.08912,0.280112,2.9538,0.0,0.0,0.0,0.0
2016-01-01 13:30:00,0,False,7.0127683,2.484992,4.969984,7.0127683,1.863744,1.5027361,0.291792,2.003648,3.0054722,1.716292,7.454976,0.64986,3.10624,0.0,0.0,0.0,0.0
2016-01-01 13:45:00,0,False,5.894742,2.020636,4.041272,5.894742,1.5154771,1.263159,0.268998,1.684212,2.526318,1.587078,6.0619082,0.159664,2.525795,0.0,0.0,0.0,0.0
2016-01-01 14:00:00,0,False,6.21404,2.042684,4.085368,6.21404,1.532013,1.3315799,0.255318,1.77544,2.6631598,0.929776,6.128052,0.336134,2.5533552,0.0,0.0,0.0,0.0
2016-01-01 14:15:00,0,False,6.533338,1.838648,3.677296,6.533338,1.378986,1.400001,0.24164099,1.866668,2.800002,1.783708,5.515944,0.591036,2.29831,0.0,0.0,0.0,0.0
2016-01-01 14:30:00,0,False,5.526318,1.685272,3.370544,5.526318,1.2639539,1.184211,0.31458902,1.578948,2.368422,1.370786,5.0558157,0.204482,2.10659,0.0,0.0,0.0,0.0
2016-01-01 14:45:00,0,False,5.2443438,1.4273,2.8546,5.2443438,1.070475,1.123788,0.396657,1.498384,2.247576,1.117978,4.2819,0.355742,1.784125,0.0,0.0,0.0,0.0
2016-01-01 15:00:00,0,False,7.0127683,1.335836,2.671672,7.0127683,1.0018771,1.5027361,0.47416496,2.003648,3.0054722,1.27528,4.0075083,0.294118,1.669795,0.0,0.0,0.0,0.0
2016-01-01 15:15:00,0,False,7.233828,1.254692,2.509384,7.233828,0.94101894,1.550106,0.346506,2.066808,3.100212,0.623596,3.7640758,0.509804,1.568365,0.0,0.0,0.0,0.0
2016-01-01 15:30:00,0,False,5.833828,1.216228,2.432456,5.833828,0.912171,1.250106,0.92097306,1.666808,2.500212,0.623596,3.648684,0.327732,1.520285,0.0,0.0,0.0,0.0
2016-01-01 15:45:00,0,False,6.60702,1.156192,2.312384,6.60702,0.867144,1.41579,1.003041,1.88772,2.83158,0.469102,3.468576,0.134454,1.4452399,0.0,0.0,0.0,0.0
2016-01-01 16:00:00,0,False,6.7917223,1.167916,2.335832,6.7917223,0.87593704,1.455369,0.446808,1.940492,2.910738,0.66854,3.5037482,0.355742,1.4598951,0.0,0.0,0.0,0.0
2016-01-01 16:15:00,0,False,5.2443438,1.056756,2.113512,5.2443438,0.792567,1.123788,0.56991,1.498384,2.247576,0.376404,3.170268,0.333334,1.320945,0.0,0.0,0.0,0.0
2016-01-01 16:30:00,0,False,4.863152,1.253752,2.507504,4.863152,0.940314,1.042104,0.547113,1.389472,2.084208,0.561798,3.761256,0.364146,1.5671899,0.0,0.0,0.0,0.0
2016-01-01 16:45:00,0,False,5.870172,1.470452,2.940904,5.870172,1.102839,1.257894,0.62917805,1.677192,2.515788,1.089888,4.411356,0.691876,1.8380649,0.0,0.0,0.0,0.0
2016-01-01 17:00:00,0,False,6.287722,1.517356,3.034712,6.287722,1.138017,1.347369,0.48784202,1.796492,2.694738,0.926966,4.552068,0.84874,1.896695,0.0,0.0,0.0,0.0
2016-01-01 17:15:00,0,False,6.41053,2.091932,4.183864,6.41053,1.568949,1.373685,0.829788,1.83158,2.74737,1.199438,6.275796,0.672268,2.6149151,0.0,0.0,0.0,0.0
2016-01-01 17:30:00,0,False,7.9461055,2.919792,5.839584,7.9461055,2.189844,1.7027369,1.50456,2.270316,3.4054737,0.86236,8.759376,0.932774,3.64974,0.0,0.0,0.0,0.0
2016-01-01 17:45:00,0,False,9.308767,2.054408,4.108816,9.308767,1.540806,1.994736,1.7416409,2.659648,3.989472,1.162922,6.163224,1.207282,2.56801,0.0,0.0,0.0,0.0
2016-01-01 18:00:00,0,False,9.235086,2.352252,4.704504,9.235086,1.764189,1.978947,2.120061,2.638596,3.957894,0.603932,7.056756,0.42577,2.940315,0.0,0.0,0.0,0.0
2016-01-01 18:15:00,0,False,8.48645,2.97514,5.95028,8.48645,2.2313552,1.8185251,1.281156,2.4247,3.6370502,1.188202,8.925421,0.910364,3.718925,0.0,0.0,0.0,0.0
2016-01-01 18:30:00,0,False,7.970662,2.638368,5.276736,7.970662,1.978776,1.707999,0.829788,2.277332,3.415998,0.851124,7.915104,0.610644,3.2979598,0.0,0.0,0.0,0.0
2016-01-01 18:45:00,0,False,9.4443445,2.098032,4.196064,9.4443445,1.573524,2.023788,0.715806,2.698384,4.047576,0.870786,6.294096,0.478992,2.62254,0.0,0.0,0.0,0.0
2016-01-01 19:00:00,0,False,9.161404,2.6515,5.303,9.161404,1.988625,1.9631579,1.189971,2.617544,3.9263158,0.713484,7.9545,0.408964,3.314375,0.0,0.0,0.0,0.0
2016-01-01 19:15:00,0,False,8.265404,3.115852,6.231704,8.265404,2.336889,1.771158,0.515199,2.361544,3.542316,0.5,9.347556,0.364146,3.8948152,0.0,0.0,0.0,0.0
2016-01-01 19:30:00,0,False,8.301748,2.415572,4.831144,8.301748,1.8116789,1.7789459,0.642858,2.371928,3.5578918,0.38764,7.2467155,0.52661,3.019465,0.0,0.0,0.0,0.0
2016-01-01 19:45:00,0,False,7.6513643,2.281896,4.563792,7.6513643,1.7114221,1.6395781,1.262919,2.186104,3.2791562,0.879214,6.8456883,0.380952,2.8523703,0.0,0.0,0.0,0.0
2016-01-01 20:00:00,0,False,7.504,2.625704,5.251408,7.504,1.9692781,1.608,1.003041,2.144,3.216,0.60955,7.8771124,0.535014,3.28213,0.0,0.0,0.0,0.0
2016-01-01 20:15:00,0,False,8.216278,2.827392,5.654784,8.216278,2.120544,1.760631,0.9893609,2.347508,3.521262,0.573034,8.482176,0.336134,3.5342402,0.0,0.0,0.0,0.0
2016-01-01 20:30:00,0,False,7.147364,2.611632,5.223264,7.147364,1.958724,1.5315781,0.706686,2.042104,3.0631561,0.63764,7.834896,0.5014,3.2645402,0.0,0.0,0.0,0.0
2016-01-01 20:45:00,0,False,8.350874,2.484992,4.969984,8.350874,1.863744,1.7894729,1.554711,2.385964,3.5789459,0.851124,7.454976,0.42577,3.10624,0.0,0.0,0.0,0.0
2016-01-01 21:00:00,0,False,6.0912323,2.428704,4.857408,6.0912323,1.821528,1.305264,0.907296,1.740352,2.610528,0.561798,7.286112,0.294118,3.03588,0.0,0.0,0.0,0.0
2016-01-01 21:15:00,0,False,6.2759337,2.197468,4.394936,6.2759337,1.6481011,1.3448429,0.615501,1.793124,2.6896858,0.480338,6.5924044,0.266106,2.746835,0.0,0.0,0.0,0.0
2016-01-01 21:30:00,0,False,6.005748,1.962008,3.924016,6.005748,1.471506,1.2869459,2.092704,1.715928,2.5738919,0.651686,5.886024,0.260504,2.4525099,0.0,0.0,0.0,0.0
2016-01-01 21:45:00,0,False,6.877192,2.046436,4.092872,6.877192,1.534827,1.4736841,1.281156,1.964912,2.9473681,0.620786,6.139308,0.347338,2.5580451,0.0,0.0,0.0,0.0
2016-01-01 22:00:00,0,False,7.1110196,1.82364,3.64728,7.1110196,1.36773,1.5237899,1.021278,2.03172,3.0475798,0.491574,5.47092,0.296918,2.27955,0.0,0.0,0.0,0.0
2016-01-01 22:15:00,0,False,5.771934,1.75422,3.50844,5.771934,1.315665,1.236843,1.212765,1.649124,2.473686,0.544944,5.26266,0.308124,2.192775,0.0,0.0,0.0,0.0
2016-01-01 22:30:00,0,False,5.661894,1.621952,3.243904,5.661894,1.216464,1.213263,1.189971,1.617684,2.426526,0.379214,4.865856,0.428572,2.02744,0.0,0.0,0.0,0.0
2016-01-01 22:45:00,0,False,4.4338284,1.719044,3.438088,4.4338284,1.289283,0.950106,0.98480105,1.266808,1.900212,0.297752,5.157132,0.369748,2.148805,0.0,0.0,0.0,0.0
2016-01-01 23:00:00,0,False,4.249126,1.399156,2.798312,4.249126,1.049367,0.910527,0.647415,1.214036,1.821054,0.323034,4.197468,0.282914,1.748945,0.0,0.0,0.0,0.0
2016-01-01 23:15:00,0,False,4.1636558,1.238272,2.476544,4.1636558,0.92870396,0.892212,0.537993,1.189616,1.784424,0.297752,3.7148159,0.327732,1.5478399,0.0,0.0,0.0,0.0
2016-01-01 23:30:00,0,False,3.8070202,1.183396,2.366792,3.8070202,0.887547,0.81579006,0.48328197,1.08772,1.6315801,0.376404,3.550188,0.271708,1.479245,0.0,0.0,0.0,0.0
2016-01-01 23:45:00,0,False,4.0162783,1.098968,2.197936,4.0162783,0.824226,0.860631,0.442248,1.147508,1.721262,0.252808,3.296904,0.2493,1.37371,0.0,0.0,0.0,0.0
2016-01-02 00:00:00,0,False,3.757894,1.041276,2.082552,3.757894,0.780957,0.805263,0.43313098,1.073684,1.610526,0.286516,3.123828,0.260504,1.301595,0.0,0.0,0.0,0.0
2016-01-02 00:15:00,0,False,3.156636,1.045968,2.091936,3.156636,0.78447604,0.676422,0.515199,0.901896,1.352844,0.376404,3.1379042,0.40056,1.3074601,0.0,0.0,0.0,0.0
2016-01-02 00:30:00,0,False,3.5614042,1.029548,2.059096,3.5614042,0.772161,0.763158,0.50151896,1.017544,1.526316,0.171348,3.088644,0.62745,1.2869351,0.0,0.0,0.0,0.0
2016-01-02 00:45:00,0,False,3.19298,0.993432,1.986864,3.19298,0.745074,0.68421,0.59726405,0.91228,1.36842,0.146068,2.980296,0.187676,1.2417899,0.0,0.0,0.0,0.0
2016-01-02 01:00:00,0,False,2.861894,1.030956,2.061912,2.861894,0.773217,0.613263,0.414894,0.817684,1.226526,0.123596,3.092868,0.117648,1.2886951,0.0,0.0,0.0,0.0
2016-01-02 01:15:00,0,False,2.88645,0.955908,1.911816,2.88645,0.716931,0.618525,0.442248,0.8247,1.23705,0.132022,2.867724,0.106442,1.194885,0.0,0.0,0.0,0.0
2016-01-02 01:30:00,0,False,2.9228082,0.934804,1.869608,2.9228082,0.70110303,0.626316,0.428571,0.835088,1.252632,0.08146,2.8044121,0.114846,1.1685051,0.0,0.0,0.0,0.0
2016-01-02 01:45:00,0,False,2.149616,0.851312,1.702624,2.149616,0.638484,0.46063197,0.364743,0.614176,0.92126393,0.05618,2.553936,0.109244,1.06414,0.0,0.0,0.0,0.0
2016-01-02 02:00:00,0,False,2.529828,0.805816,1.611632,2.529828,0.604362,0.54210603,0.37842,0.722808,1.0842121,0.050562,2.417448,0.084034,1.00727,0.0,0.0,0.0,0.0
2016-01-02 02:15:00,0,False,2.837338,0.841932,1.683864,2.837338,0.631449,0.608001,0.264438,0.810668,1.216002,0.064606,2.525796,0.09804,1.052415,0.0,0.0,0.0,0.0
2016-01-02 02:30:00,0,False,2.5425959,0.813788,1.627576,2.5425959,0.610341,0.544842,0.291792,0.726456,1.089684,0.064606,2.441364,0.106442,1.017235,0.0,0.0,0.0,0.0
2016-01-02 02:45:00,0,False,2.5425959,0.79878,1.59756,2.5425959,0.59908503,0.544842,0.218844,0.726456,1.089684,0.070224,2.3963401,0.134454,0.998475,0.0,0.0,0.0,0.0
2016-01-02 03:00:00,0,False,2.616278,0.803472,1.606944,2.616278,0.602604,0.560631,0.155016,0.747508,1.121262,0.067416,2.410416,0.114846,1.0043399,0.0,0.0,0.0,0.0
2016-01-02 03:15:00,0,False,2.616278,0.795028,1.590056,2.616278,0.596271,0.560631,0.168693,0.747508,1.121262,0.061798,2.385084,0.112044,0.99378496,0.0,0.0,0.0,0.0
2016-01-02 03:30:00,0,False,2.32155,0.864448,1.728896,2.32155,0.648336,0.49747497,0.177813,0.6633,0.99494994,0.061798,2.593344,0.103642,1.08056,0.0,0.0,0.0,0.0
2016-01-02 03:45:00,0,False,2.370662,0.924016,1.848032,2.370662,0.693012,0.507999,0.19605002,0.677332,1.015998,0.058988,2.772048,0.106442,1.15502,0.0,0.0,0.0,0.0
2016-01-02 04:00:00,0,False,2.419788,0.867728,1.735456,2.419788,0.650796,0.51852596,0.168693,0.691368,1.0370519,0.067416,2.603184,0.12605,1.08466,0.0,0.0,0.0,0.0
2016-01-02 04:15:00,0,False,2.0268078,0.841932,1.683864,2.0268078,0.631449,0.43431598,0.18693,0.579088,0.86863196,0.05337,2.525796,0.106442,1.052415,0.0,0.0,0.0,0.0
2016-01-02 04:30:00,0,False,2.7263181,0.7894,1.5788,2.7263181,0.59204996,0.584211,0.19149001,0.778948,1.168422,0.05618,2.3681998,0.081232,0.98675,0.0,0.0,0.0,0.0
2016-01-02 04:45:00,0,False,2.198742,0.792684,1.585368,2.198742,0.594513,0.47115898,0.20972699,0.628212,0.94231796,0.039326,2.378052,0.092436,0.99085504,0.0,0.0,0.0,0.0
2016-01-02 05:00:00,0,False,2.60351,0.8621,1.7242,2.60351,0.646575,0.557895,0.205167,0.74386,1.11579,0.044944,2.5863,0.117648,1.077625,0.0,0.0,0.0,0.0
2016-01-02 05:15:00,0,False,2.99649,0.939492,1.878984,2.99649,0.704619,0.642105,0.259878,0.85614,1.28421,0.033708,2.818476,0.12325,1.174365,0.0,0.0,0.0,0.0
2016-01-02 05:30:00,0,False,2.775444,0.880864,1.761728,2.775444,0.660648,0.594738,0.259878,0.792984,1.189476,0.050562,2.642592,0.09804,1.1010801,0.0,0.0,0.0,0.0
2016-01-02 05:45:00,0,False,3.0210462,0.939492,1.878984,3.0210462,0.704619,0.647367,0.246201,0.863156,1.294734,0.042134,2.818476,0.112044,1.174365,0.0,0.0,0.0,0.0
2016-01-02 06:00:00,0,False,2.419788,0.89118,1.78236,2.419788,0.66838497,0.51852596,0.223404,0.691368,1.0370519,0.075842,2.6735399,0.10084,1.1139749,0.0,0.0,0.0,0.0
2016-01-02 06:15:00,0,False,2.898252,0.874764,1.749528,2.898252,0.65607303,0.621054,0.22796401,0.828072,1.242108,0.373596,2.6242921,0.156862,1.0934551,0.0,0.0,0.0,0.0
2016-01-02 06:30:00,0,False,2.861894,1.01454,2.02908,2.861894,0.76090497,0.613263,0.268998,0.817684,1.226526,0.466292,3.0436199,0.092436,1.2681749,0.0,0.0,0.0,0.0
2016-01-02 06:45:00,0,False,5.919298,1.022516,2.045032,5.919298,0.766887,1.268421,0.218844,1.691228,2.536842,0.41573,3.067548,0.092436,1.2781451,0.0,0.0,0.0,0.0
2016-01-02 07:00:00,0,False,5.501748,1.48452,2.96904,5.501748,1.11339,1.178946,0.214287,1.571928,2.357892,0.44382,4.45356,0.09804,1.85565,0.0,0.0,0.0,0.0
2016-01-02 07:15:00,0,False,5.09698,1.797844,3.595688,5.09698,1.3483831,1.09221,0.223404,1.45628,2.18442,0.41854,5.3935323,0.145658,2.2473052,0.0,0.0,0.0,0.0
2016-01-02 07:30:00,0,False,7.5649137,1.762664,3.525328,7.5649137,1.321998,1.621053,0.264438,2.161404,3.242106,0.356742,5.287992,0.333334,2.20333,0.0,0.0,0.0,0.0
2016-01-02 07:45:00,0,False,5.624556,1.56426,3.12852,5.624556,1.173195,1.205262,0.282675,1.607016,2.410524,0.348314,4.69278,0.677872,1.955325,0.0,0.0,0.0,0.0
2016-01-02 08:00:00,0,False,5.7964897,2.62336,5.24672,5.7964897,1.96752,1.242105,0.31914902,1.65614,2.48421,0.494382,7.87008,0.344538,3.2791998,0.0,0.0,0.0,0.0
2016-01-02 08:15:00,0,False,11.494742,3.5788,7.1576,11.494742,2.6841,2.463159,0.31458902,3.284212,4.926318,0.280898,10.7364,0.280112,4.4735,0.8173382,0.50814444,0.0,0.46996948
2016-01-02 08:30:00,0,False,8.977682,2.032364,4.064728,8.977682,1.5242729,1.923789,0.37842,2.565052,3.847578,0.396068,6.0970917,0.394958,2.5404549,1.6346765,1.0162889,0.0,0.93993896
2016-01-02 08:45:00,0,False,5.809258,2.091932,4.183864,5.809258,1.568949,1.244841,0.259878,1.659788,2.489682,0.463484,6.275796,0.344538,2.6149151,2.452015,1.5244333,0.0,1.4099085
2016-01-02 09:00:00,0,False,5.981192,2.29362,4.58724,5.981192,1.7202151,1.281684,0.30547202,1.708912,2.563368,0.393258,6.8808603,0.168068,2.8670251,3.269353,2.0325778,0.0,1.8798779
2016-01-02 09:15:00,0,False,6.0912323,2.83912,5.67824,6.0912323,2.12934,1.305264,0.259878,1.740352,2.610528,0.429776,8.51736,0.22409,3.5489,3.1421473,1.8994107,1.0663695,1.8067347
2016-01-02 09:30:00,0,False,5.673682,2.687616,5.375232,5.673682,2.015712,1.2157891,0.27811497,1.621052,2.4315782,0.570224,8.062848,0.140056,3.3595202,3.0149417,1.7662437,2.1327388,1.7335916
2016-01-02 09:45:00,0,False,5.526318,2.698404,5.396808,5.526318,2.023803,1.184211,0.310029,1.578948,2.368422,0.882022,8.095212,0.165266,3.3730052,2.8877363,1.6330767,3.1991084,1.6604483
