Start date;End date;Germany/Luxembourg [€/MWh] Original resolutions;∅ DE/LU neighbours [€/MWh] Original resolutions;Belgium [€/MWh] Original resolutions;Denmark 1 [€/MWh] Original resolutions;Denmark 2 [€/MWh] Original resolutions;France [€/MWh] Original resolutions;Netherlands [€/MWh] Original resolutions;Norway 2 [€/MWh] Original resolutions;Austria [€/MWh] Original resolutions;Poland [€/MWh] Original resolutions;Sweden 4 [€/MWh] Original resolutions;Switzerland [€/MWh] Original resolutions;Czech Republic [€/MWh] Original resolutions;DE/AT/LU [€/MWh] Original resolutions;Northern Italy [€/MWh] Original resolutions;Slovenia [€/MWh] Original resolutions;Hungary [€/MWh] Original resolutions
Jul 27, 2019 1:15 PM;Jul 27, 2019 1:30 PM;33.71;-;33.98;33.71;36.83;34.37;33.71;36.83;36.90;-;36.83;34.92;34.43;-;43.96;43.96;58.86
Jul 27, 2019 1:30 PM;Jul 27, 2019 1:45 PM;33.71;-;33.98;33.71;36.83;34.37;33.71;36.83;36.90;-;36.83;34.92;34.43;-;43.96;43.96;58.86
Jul 27, 2019 1:45 PM;Jul 27, 2019 2:00 PM;33.71;-;33.98;33.71;36.83;34.37;33.71;36.83;36.90;-;36.83;34.92;34.43;-;43.96;43.96;58.86
Jul 27, 2019 2:00 PM;Jul 27, 2019 2:15 PM;32.92;-;33.34;32.92;32.92;33.70;33.34;36.74;36.90;-;36.74;34.93;34.95;-;43.92;43.92;53.78
Jul 27, 2019 2:15 PM;Jul 27, 2019 2:30 PM;32.92;-;33.34;32.92;32.92;33.70;33.34;36.74;36.90;-;36.74;34.93;34.95;-;43.92;43.92;53.78
Jul 27, 2019 2:30 PM;Jul 27, 2019 2:45 PM;32.92;-;33.34;32.92;32.92;33.70;33.34;36.74;36.90;-;36.74;34.93;34.95;-;43.92;43.92;53.78
Jul 27, 2019 2:45 PM;Jul 27, 2019 3:00 PM;32.92;-;33.34;32.92;32.92;33.70;33.34;36.74;36.90;-;36.74;34.93;34.95;-;43.92;43.92;53.78
Jul 27, 2019 3:00 PM;Jul 27, 2019 3:15 PM;32.74;-;32.74;32.74;32.74;33.06;32.74;36.55;36.90;-;36.55;34.93;34.92;-;45.24;45.24;54.58
Jul 27, 2019 3:15 PM;Jul 27, 2019 3:30 PM;32.74;-;32.74;32.74;32.74;33.06;32.74;36.55;36.90;-;36.55;34.93;34.92;-;45.24;45.24;54.58
Jul 27, 2019 3:30 PM;Jul 27, 2019 3:45 PM;32.74;-;32.74;32.74;32.74;33.06;32.74;36.55;36.90;-;36.55;34.93;34.92;-;45.24;45.24;54.58
Jul 27, 2019 3:45 PM;Jul 27, 2019 4:00 PM;32.74;-;32.74;32.74;32.74;33.06;32.74;36.55;36.90;-;36.55;34.93;34.92;-;45.24;45.24;54.58
Jul 27, 2019 4:00 PM;Jul 27, 2019 4:15 PM;33.85;-;33.85;33.85;33.85;33.85;33.85;36.62;35.66;-;36.62;34.97;36.40;-;47.00;47.00;56.87
Jul 27, 2019 4:15 PM;Jul 27, 2019 4:30 PM;33.85;-;33.85;33.85;33.85;33.85;33.85;36.62;35.66;-;36.62;34.97;36.40;-;47.00;47.00;56.87
Jul 27, 2019 4:30 PM;Jul 27, 2019 4:45 PM;33.85;-;33.85;33.85;33.85;33.85;33.85;36.62;35.66;-;36.62;34.97;36.40;-;47.00;47.00;56.87
Jul 27, 2019 4:45 PM;Jul 27, 2019 5:00 PM;33.85;-;33.85;33.85;33.85;33.85;33.85;36.62;35.66;-;36.62;34.97;36.40;-;47.00;47.00;56.87
Jul 27, 2019 5:00 PM;Jul 27, 2019 5:15 PM;35.62;-;35.62;35.62;36.79;35.62;35.62;36.79;35.62;-;36.79;35.54;37.50;-;53.49;53.49;56.07
Jul 27, 2019 5:15 PM;Jul 27, 2019 5:30 PM;35.62;-;35.62;35.62;36.79;35.62;35.62;36.79;35.62;-;36.79;35.54;37.50;-;53.49;53.49;56.07
Jul 27, 2019 5:30 PM;Jul 27, 2019 5:45 PM;35.62;-;35.62;35.62;36.79;35.62;35.62;36.79;35.62;-;36.79;35.54;37.50;-;53.49;53.49;56.07
Jul 27, 2019 5:45 PM;Jul 27, 2019 6:00 PM;35.62;-;35.62;35.62;36.79;35.62;35.62;36.79;35.62;-;36.79;35.54;37.50;-;53.49;53.49;56.07
Jul 27, 2019 6:00 PM;Jul 27, 2019 6:15 PM;38.79;-;38.79;38.79;38.29;38.79;38.79;38.29;38.79;-;38.29;38.09;39.91;-;54.00;54.00;60.81
Jul 27, 2019 6:15 PM;Jul 27, 2019 6:30 PM;38.79;-;38.79;38.79;38.29;38.79;38.79;38.29;38.79;-;38.29;38.09;39.91;-;54.00;54.00;60.81
Jul 27, 2019 6:30 PM;Jul 27, 2019 6:45 PM;38.79;-;38.79;38.79;38.29;38.79;38.79;38.29;38.79;-;38.29;38.09;39.91;-;54.00;54.00;60.81
Jul 27, 2019 6:45 PM;Jul 27, 2019 7:00 PM;38.79;-;38.79;38.79;38.29;38.79;38.79;38.29;38.79;-;38.29;38.09;39.91;-;54.00;54.00;60.81
Jul 27, 2019 7:00 PM;Jul 27, 2019 7:15 PM;38.94;-;38.94;38.94;38.94;38.94;38.94;38.94;38.94;-;38.94;39.04;41.04;-;54.43;54.43;61.03
Jul 27, 2019 7:15 PM;Jul 27, 2019 7:30 PM;38.94;-;38.94;38.94;38.94;38.94;38.94;38.94;38.94;-;38.94;39.04;41.04;-;54.43;54.43;61.03
Jul 27, 2019 7:30 PM;Jul 27, 2019 7:45 PM;38.94;-;38.94;38.94;38.94;38.94;38.94;38.94;38.94;-;38.94;39.04;41.04;-;54.43;54.43;61.03
Jul 27, 2019 7:45 PM;Jul 27, 2019 8:00 PM;38.94;-;38.94;38.94;38.94;38.94;38.94;38.94;38.94;-;38.94;39.04;41.04;-;54.43;54.43;61.03
Jul 27, 2019 8:00 PM;Jul 27, 2019 8:15 PM;37.91;-;37.91;37.91;37.91;37.91;37.91;37.91;37.91;-;37.91;37.21;39.90;-;53.65;53.65;69.07
Jul 27, 2019 8:15 PM;Jul 27, 2019 8:30 PM;37.91;-;37.91;37.91;37.91;37.91;37.91;37.91;37.91;-;37.91;37.21;39.90;-;53.65;53.65;69.07
Jul 27, 2019 8:30 PM;Jul 27, 2019 8:45 PM;37.91;-;37.91;37.91;37.91;37.91;37.91;37.91;37.91;-;37.91;37.21;39.90;-;53.65;53.65;69.07
Jul 27, 2019 8:45 PM;Jul 27, 2019 9:00 PM;37.91;-;37.91;37.91;37.91;37.91;37.91;37.91;37.91;-;37.91;37.21;39.90;-;53.65;53.65;69.07
Jul 27, 2019 9:00 PM;Jul 27, 2019 9:15 PM;36.19;-;36.19;36.19;36.19;36.19;36.19;36.19;36.19;-;36.19;36.94;39.60;-;55.84;55.84;67.98
Jul 27, 2019 9:15 PM;Jul 27, 2019 9:30 PM;36.19;-;36.19;36.19;36.19;36.19;36.19;36.19;36.19;-;36.19;36.94;39.60;-;55.84;55.84;67.98
Jul 27, 2019 9:30 PM;Jul 27, 2019 9:45 PM;36.19;-;36.19;36.19;36.19;36.19;36.19;36.19;36.19;-;36.19;36.94;39.60;-;55.84;55.84;67.98
Jul 27, 2019 9:45 PM;Jul 27, 2019 10:00 PM;36.19;-;36.19;36.19;36.19;36.19;36.19;36.19;36.19;-;36.19;36.94;39.60;-;55.84;55.84;67.98
Jul 27, 2019 10:00 PM;Jul 27, 2019 10:15 PM;36.19;-;36.19;36.19;36.19;36.19;36.19;36.19;36.19;-;36.19;37.45;38.17;-;48.00;48.00;58.93
Jul 27, 2019 10:15 PM;Jul 27, 2019 10:30 PM;36.19;-;36.19;36.19;36.19;36.19;36.19;36.19;36.19;-;36.19;37.45;38.17;-;48.00;48.00;58.93
Jul 27, 2019 10:30 PM;Jul 27, 2019 10:45 PM;36.19;-;36.19;36.19;36.19;36.19;36.19;36.19;36.19;-;36.19;37.45;38.17;-;48.00;48.00;58.93
Jul 27, 2019 10:45 PM;Jul 27, 2019 11:00 PM;36.19;-;36.19;36.19;36.19;36.19;36.19;36.19;36.19;-;36.19;37.45;38.17;-;48.00;48.00;58.93
Jul 27, 2019 11:00 PM;Jul 27, 2019 11:15 PM;34.00;-;34.00;34.00;35.03;34.00;34.00;35.03;34.00;-;35.03;35.23;34.03;-;45.00;45.00;42.38
Jul 27, 2019 11:15 PM;Jul 27, 2019 11:30 PM;34.00;-;34.00;34.00;35.03;34.00;34.00;35.03;34.00;-;35.03;35.23;34.03;-;45.00;45.00;42.38
Jul 27, 2019 11:30 PM;Jul 27, 2019 11:45 PM;34.00;-;34.00;34.00;35.03;34.00;34.00;35.03;34.00;-;35.03;35.23;34.03;-;45.00;45.00;42.38
Jul 27, 2019 11:45 PM;Jul 28, 2019 12:00 AM;34.00;-;34.00;34.00;35.03;34.00;34.00;35.03;34.00;-;35.03;35.23;34.03;-;45.00;45.00;42.38
Jul 28, 2019 12:00 AM;Jul 28, 2019 12:15 AM;30.98;-;30.98;30.98;30.98;30.98;30.98;34.75;30.98;-;34.75;32.95;31.50;-;41.71;41.71;46.22
Jul 28, 2019 12:15 AM;Jul 28, 2019 12:30 AM;30.98;-;30.98;30.98;30.98;30.98;30.98;34.75;30.98;-;34.75;32.95;31.50;-;41.71;41.71;46.22
Jul 28, 2019 12:30 AM;Jul 28, 2019 12:45 AM;30.98;-;30.98;30.98;30.98;30.98;30.98;34.75;30.98;-;34.75;32.95;31.50;-;41.71;41.71;46.22
Jul 28, 2019 12:45 AM;Jul 28, 2019 1:00 AM;30.98;-;30.98;30.98;30.98;30.98;30.98;34.75;30.98;-;34.75;32.95;31.50;-;41.71;41.71;46.22
Jul 28, 2019 1:00 AM;Jul 28, 2019 1:15 AM;30.02;-;30.02;30.02;30.02;30.02;30.02;32.39;30.02;-;32.39;32.16;29.00;-;38.22;38.22;43.03
Jul 28, 2019 1:15 AM;Jul 28, 2019 1:30 AM;30.02;-;30.02;30.02;30.02;30.02;30.02;32.39;30.02;-;32.39;32.16;29.00;-;38.22;38.22;43.03
Jul 28, 2019 1:30 AM;Jul 28, 2019 1:45 AM;30.02;-;30.02;30.02;30.02;30.02;30.02;32.39;30.02;-;32.39;32.16;29.00;-;38.22;38.22;43.03
Jul 28, 2019 1:45 AM;Jul 28, 2019 2:00 AM;30.02;-;30.02;30.02;30.02;30.02;30.02;32.39;30.02;-;32.39;32.16;29.00;-;38.22;38.22;43.03
Jul 28, 2019 2:00 AM;Jul 28, 2019 2:15 AM;28.20;-;28.20;28.20;28.20;28.20;28.20;29.13;28.20;-;29.13;32.00;27.91;-;38.08;38.08;33.59
Jul 28, 2019 2:15 AM;Jul 28, 2019 2:30 AM;28.20;-;28.20;28.20;28.20;28.20;28.20;29.13;28.20;-;29.13;32.00;27.91;-;38.08;38.08;33.59
Jul 28, 2019 2:30 AM;Jul 28, 2019 2:45 AM;28.20;-;28.20;28.20;28.20;28.20;28.20;29.13;28.20;-;29.13;32.00;27.91;-;38.08;38.08;33.59
Jul 28, 2019 2:45 AM;Jul 28, 2019 3:00 AM;28.20;-;28.20;28.20;28.20;28.20;28.20;29.13;28.20;-;29.13;32.00;27.91;-;38.08;38.08;33.59
Jul 28, 2019 3:00 AM;Jul 28, 2019 3:15 AM;26.27;-;26.27;26.27;26.27;26.27;26.27;27.13;26.27;-;27.13;31.47;28.00;-;35.30;35.30;31.73
Jul 28, 2019 3:15 AM;Jul 28, 2019 3:30 AM;26.27;-;26.27;26.27;26.27;26.27;26.27;27.13;26.27;-;27.13;31.47;28.00;-;35.30;35.30;31.73
Jul 28, 2019 3:30 AM;Jul 28, 2019 3:45 AM;26.27;-;26.27;26.27;26.27;26.27;26.27;27.13;26.27;-;27.13;31.47;28.00;-;35.30;35.30;31.73
Jul 28, 2019 3:45 AM;Jul 28, 2019 4:00 AM;26.27;-;26.27;26.27;26.27;26.27;26.27;27.13;26.27;-;27.13;31.47;28.00;-;35.30;35.30;31.73
Jul 28, 2019 4:00 AM;Jul 28, 2019 4:15 AM;27.10;-;27.10;27.10;27.10;27.10;27.10;27.10;27.10;-;27.10;31.12;27.60;-;35.30;35.30;30.19
Jul 28, 2019 4:15 AM;Jul 28, 2019 4:30 AM;27.10;-;27.10;27.10;27.10;27.10;27.10;27.10;27.10;-;27.10;31.12;27.60;-;35.30;35.30;30.19
Jul 28, 2019 4:30 AM;Jul 28, 2019 4:45 AM;27.10;-;27.10;27.10;27.10;27.10;27.10;27.10;27.10;-;27.10;31.12;27.60;-;35.30;35.30;30.19
Jul 28, 2019 4:45 AM;Jul 28, 2019 5:00 AM;27.10;-;27.10;27.10;27.10;27.10;27.10;27.10;27.10;-;27.10;31.12;27.60;-;35.30;35.30;30.19
Jul 28, 2019 5:00 AM;Jul 28, 2019 5:15 AM;26.80;-;26.80;26.80;26.80;26.80;26.80;26.80;26.80;-;26.80;31.48;27.59;-;33.83;33.83;27.59
Jul 28, 2019 5:15 AM;Jul 28, 2019 5:30 AM;26.80;-;26.80;26.80;26.80;26.80;26.80;26.80;26.80;-;26.80;31.48;27.59;-;33.83;33.83;27.59
Jul 28, 2019 5:30 AM;Jul 28, 2019 5:45 AM;26.80;-;26.80;26.80;26.80;26.80;26.80;26.80;26.80;-;26.80;31.48;27.59;-;33.83;33.83;27.59
Jul 28, 2019 5:45 AM;Jul 28, 2019 6:00 AM;26.80;-;26.80;26.80;26.80;26.80;26.80;26.80;26.80;-;26.80;31.48;27.59;-;33.83;33.83;27.59
Jul 28, 2019 6:00 AM;Jul 28, 2019 6:15 AM;25.60;-;25.60;25.60;25.60;25.60;25.60;29.91;25.60;-;29.91;31.91;27.84;-;33.54;33.54;27.84
Jul 28, 2019 6:15 AM;Jul 28, 2019 6:30 AM;25.60;-;25.60;25.60;25.60;25.60;25.60;29.91;25.60;-;29.91;31.91;27.84;-;33.54;33.54;27.84
Jul 28, 2019 6:30 AM;Jul 28, 2019 6:45 AM;25.60;-;25.60;25.60;25.60;25.60;25.60;29.91;25.60;-;29.91;31.91;27.84;-;33.54;33.54;27.84
Jul 28, 2019 6:45 AM;Jul 28, 2019 7:00 AM;25.60;-;25.60;25.60;25.60;25.60;25.60;29.91;25.60;-;29.91;31.91;27.84;-;33.54;33.54;27.84
Jul 28, 2019 7:00 AM;Jul 28, 2019 7:15 AM;28.10;-;28.10;28.10;34.39;28.10;28.10;34.39;28.10;-;34.39;32.69;30.60;-;33.58;33.58;32.45
Jul 28, 2019 7:15 AM;Jul 28, 2019 7:30 AM;28.10;-;28.10;28.10;34.39;28.10;28.10;34.39;28.10;-;34.39;32.69;30.60;-;33.58;33.58;32.45
Jul 28, 2019 7:30 AM;Jul 28, 2019 7:45 AM;28.10;-;28.10;28.10;34.39;28.10;28.10;34.39;28.10;-;34.39;32.69;30.60;-;33.58;33.58;32.45
Jul 28, 2019 7:45 AM;Jul 28, 2019 8:00 AM;28.10;-;28.10;28.10;34.39;28.10;28.10;34.39;28.10;-;34.39;32.69;30.60;-;33.58;33.58;32.45
Jul 28, 2019 8:00 AM;Jul 28, 2019 8:15 AM;30.05;-;30.05;35.56;35.56;30.05;30.05;35.56;30.05;-;35.56;33.32;33.10;-;34.08;34.08;38.29
Jul 28, 2019 8:15 AM;Jul 28, 2019 8:30 AM;30.05;-;30.05;35.56;35.56;30.05;30.05;35.56;30.05;-;35.56;33.32;33.10;-;34.08;34.08;38.29
Jul 28, 2019 8:30 AM;Jul 28, 2019 8:45 AM;30.05;-;30.05;35.56;35.56;30.05;30.05;35.56;30.05;-;35.56;33.32;33.10;-;34.08;34.08;38.29
Jul 28, 2019 8:45 AM;Jul 28, 2019 9:00 AM;30.05;-;30.05;35.56;35.56;30.05;30.05;35.56;30.05;-;35.56;33.32;33.10;-;34.08;34.08;38.29
Jul 28, 2019 9:00 AM;Jul 28, 2019 9:15 AM;30.28;-;30.28;36.99;36.99;30.28;30.28;36.99;30.28;-;36.99;34.30;35.06;-;35.00;35.00;41.01
Jul 28, 2019 9:15 AM;Jul 28, 2019 9:30 AM;30.28;-;30.28;36.99;36.99;30.28;30.28;36.99;30.28;-;36.99;34.30;35.06;-;35.00;35.00;41.01
Jul 28, 2019 9:30 AM;Jul 28, 2019 9:45 AM;30.28;-;30.28;36.99;36.99;30.28;30.28;36.99;30.28;-;36.99;34.30;35.06;-;35.00;35.00;41.01
Jul 28, 2019 9:45 AM;Jul 28, 2019 10:00 AM;30.28;-;30.28;36.99;36.99;30.28;30.28;36.99;30.28;-;36.99;34.30;35.06;-;35.00;35.00;41.01
Jul 28, 2019 10:00 AM;Jul 28, 2019 10:15 AM;32.06;-;32.06;37.57;37.57;32.06;32.06;37.57;32.06;-;37.57;35.15;35.00;-;36.14;36.14;43.49
Jul 28, 2019 10:15 AM;Jul 28, 2019 10:30 AM;32.06;-;32.06;37.57;37.57;32.06;32.06;37.57;32.06;-;37.57;35.15;35.00;-;36.14;36.14;43.49
Jul 28, 2019 10:30 AM;Jul 28, 2019 10:45 AM;32.06;-;32.06;37.57;37.57;32.06;32.06;37.57;32.06;-;37.57;35.15;35.00;-;36.14;36.14;43.49
Jul 28, 2019 10:45 AM;Jul 28, 2019 11:00 AM;32.06;-;32.06;37.57;37.57;32.06;32.06;37.57;32.06;-;37.57;35.15;35.00;-;36.14;36.14;43.49
Jul 28, 2019 11:00 AM;Jul 28, 2019 11:15 AM;32.61;-;32.61;37.64;37.64;32.61;32.61;37.64;32.61;-;37.64;35.17;35.00;-;34.95;35.30;44.49
Jul 28, 2019 11:15 AM;Jul 28, 2019 11:30 AM;32.61;-;32.61;37.64;37.64;32.61;32.61;37.64;32.61;-;37.64;35.17;35.00;-;34.95;35.30;44.49
Jul 28, 2019 11:30 AM;Jul 28, 2019 11:45 AM;32.61;-;32.61;37.64;37.64;32.61;32.61;37.64;32.61;-;37.64;35.17;35.00;-;34.95;35.30;44.49
Jul 28, 2019 11:45 AM;Jul 28, 2019 12:00 PM;32.61;-;32.61;37.64;37.64;32.61;32.61;37.64;32.61;-;37.64;35.17;35.00;-;34.95;35.30;44.49
Jul 28, 2019 12:00 PM;Jul 28, 2019 12:15 PM;31.68;-;31.68;37.23;37.23;31.68;31.68;37.23;31.68;-;37.23;34.95;33.59;-;34.26;35.30;45.40
Jul 28, 2019 12:15 PM;Jul 28, 2019 12:30 PM;31.68;-;31.68;37.23;37.23;31.68;31.68;37.23;31.68;-;37.23;34.95;33.59;-;34.26;35.30;45.40
Jul 28, 2019 12:30 PM;Jul 28, 2019 12:45 PM;31.68;-;31.68;37.23;37.23;31.68;31.68;37.23;31.68;-;37.23;34.95;33.59;-;34.26;35.30;45.40
Jul 28, 2019 12:45 PM;Jul 28, 2019 1:00 PM;31.68;-;31.68;37.23;37.23;31.68;31.68;37.23;31.68;-;37.23;34.95;33.59;-;34.26;35.30;45.40
Jul 28, 2019 1:00 PM;Jul 28, 2019 1:15 PM;29.32;-;29.32;37.01;37.01;29.32;29.32;37.01;29.32;-;37.01;33.24;32.25;-;32.88;35.30;42.17
Jul 28, 2019 1:15 PM;Jul 28, 2019 1:30 PM;29.32;-;29.32;37.01;37.01;29.32;29.32;37.01;29.32;-;37.01;33.24;32.25;-;32.88;35.30;42.17
Jul 28, 2019 1:30 PM;Jul 28, 2019 1:45 PM;29.32;-;29.32;37.01;37.01;29.32;29.32;37.01;29.32;-;37.01;33.24;32.25;-;32.88;35.30;42.17
Jul 28, 2019 1:45 PM;Jul 28, 2019 2:00 PM;29.32;-;29.32;37.01;37.01;29.32;29.32;37.01;29.32;-;37.01;33.24;32.25;-;32.88;35.30;42.17
Jul 28, 2019 2:00 PM;Jul 28, 2019 2:15 PM;28.45;-;28.45;36.92;36.92;28.45;28.45;36.92;28.45;-;36.92;32.59;31.50;-;31.20;35.30;40.19
Jul 28, 2019 2:15 PM;Jul 28, 2019 2:30 PM;28.45;-;28.45;36.92;36.92;28.45;28.45;36.92;28.45;-;36.92;32.59;31.50;-;31.20;35.30;40.19
Jul 28, 2019 2:30 PM;Jul 28, 2019 2:45 PM;28.45;-;28.45;36.92;36.92;28.45;28.45;36.92;28.45;-;36.92;32.59;31.50;-;31.20;35.30;40.19
Jul 28, 2019 2:45 PM;Jul 28, 2019 3:00 PM;28.45;-;28.45;36.92;36.92;28.45;28.45;36.92;28.45;-;36.92;32.59;31.50;-;31.20;35.30;40.19
Jul 28, 2019 3:00 PM;Jul 28, 2019 3:15 PM;28.45;-;28.45;36.88;36.88;28.45;28.45;36.88;28.45;-;36.88;32.89;32.04;-;30.20;35.30;40.19
Jul 28, 2019 3:15 PM;Jul 28, 2019 3:30 PM;28.45;-;28.45;36.88;36.88;28.45;28.45;36.88;28.45;-;36.88;32.89;32.04;-;30.20;35.30;40.19
Jul 28, 2019 3:30 PM;Jul 28, 2019 3:45 PM;28.45;-;28.45;36.88;36.88;28.45;28.45;36.88;28.45;-;36.88;32.89;32.04;-;30.20;35.30;40.19
Jul 28, 2019 3:45 PM;Jul 28, 2019 4:00 PM;28.45;-;28.45;36.88;36.88;28.45;28.45;36.88;28.45;-;36.88;32.89;32.04;-;30.20;35.30;40.19
Jul 28, 2019 4:00 PM;Jul 28, 2019 4:15 PM;30.05;-;26.60;37.02;37.02;27.89;33.08;37.02;30.05;-;37.02;33.72;33.60;-;31.20;35.30;42.39
Jul 28, 2019 4:15 PM;Jul 28, 2019 4:30 PM;30.05;-;26.60;37.02;37.02;27.89;33.08;37.02;30.05;-;37.02;33.72;33.60;-;31.20;35.30;42.39
Jul 28, 2019 4:30 PM;Jul 28, 2019 4:45 PM;30.05;-;26.60;37.02;37.02;27.89;33.08;37.02;30.05;-;37.02;33.72;33.60;-;31.20;35.30;42.39
Jul 28, 2019 4:45 PM;Jul 28, 2019 5:00 PM;30.05;-;26.60;37.02;37.02;27.89;33.08;37.02;30.05;-;37.02;33.72;33.60;-;31.20;35.30;42.39
Jul 28, 2019 5:00 PM;Jul 28, 2019 5:15 PM;34.00;-;26.60;37.85;37.85;29.38;40.69;37.85;34.00;-;37.85;35.24;38.24;-;34.49;34.49;51.58
Jul 28, 2019 5:15 PM;Jul 28, 2019 5:30 PM;34.00;-;26.60;37.85;37.85;29.38;40.69;37.85;34.00;-;37.85;35.24;38.24;-;34.49;34.49;51.58
Jul 28, 2019 5:30 PM;Jul 28, 2019 5:45 PM;34.00;-;26.60;37.85;37.85;29.38;40.69;37.85;34.00;-;37.85;35.24;38.24;-;34.49;34.49;51.58
Jul 28, 2019 5:45 PM;Jul 28, 2019 6:00 PM;34.00;-;26.60;37.85;37.85;29.38;40.69;37.85;34.00;-;37.85;35.24;38.24;-;34.49;34.49;51.58
Jul 28, 2019 6:00 PM;Jul 28, 2019 6:15 PM;38.37;-;30.00;38.37;38.49;34.42;39.58;38.49;38.37;-;38.49;36.79;42.00;-;38.00;38.37;58.35
Jul 28, 2019 6:15 PM;Jul 28, 2019 6:30 PM;38.37;-;30.00;38.37;38.49;34.42;39.58;38.49;38.37;-;38.49;36.79;42.00;-;38.00;38.37;58.35
Jul 28, 2019 6:30 PM;Jul 28, 2019 6:45 PM;38.37;-;30.00;38.37;38.49;34.42;39.58;38.49;38.37;-;38.49;36.79;42.00;-;38.00;38.37;58.35
Jul 28, 2019 6:45 PM;Jul 28, 2019 7:00 PM;38.37;-;30.00;38.37;38.49;34.42;39.58;38.49;38.37;-;38.49;36.79;42.00;-;38.00;38.37;58.35
Jul 28, 2019 7:00 PM;Jul 28, 2019 7:15 PM;40.03;-;40.03;40.03;39.90;40.03;40.03;39.90;40.03;-;39.90;37.88;48.00;-;40.03;40.03;59.34
Jul 28, 2019 7:15 PM;Jul 28, 2019 7:30 PM;40.03;-;40.03;40.03;39.90;40.03;40.03;39.90;40.03;-;39.90;37.88;48.00;-;40.03;40.03;59.34
Jul 28, 2019 7:30 PM;Jul 28, 2019 7:45 PM;40.03;-;40.03;40.03;39.90;40.03;40.03;39.90;40.03;-;39.90;37.88;48.00;-;40.03;40.03;59.34
Jul 28, 2019 7:45 PM;Jul 28, 2019 8:00 PM;40.03;-;40.03;40.03;39.90;40.03;40.03;39.90;40.03;-;39.90;37.88;48.00;-;40.03;40.03;59.34
Jul 28, 2019 8:00 PM;Jul 28, 2019 8:15 PM;40.30;-;40.30;40.30;40.30;40.30;40.30;40.04;40.30;-;40.04;37.64;46.00;-;42.00;42.00;65.00
Jul 28, 2019 8:15 PM;Jul 28, 2019 8:30 PM;40.30;-;40.30;40.30;40.30;40.30;40.30;40.04;40.30;-;40.04;37.64;46.00;-;42.00;42.00;65.00
Jul 28, 2019 8:30 PM;Jul 28, 2019 8:45 PM;40.30;-;40.30;40.30;40.30;40.30;40.30;40.04;40.30;-;40.04;37.64;46.00;-;42.00;42.00;65.00
Jul 28, 2019 8:45 PM;Jul 28, 2019 9:00 PM;40.30;-;40.30;40.30;40.30;40.30;40.30;40.04;40.30;-;40.04;37.64;46.00;-;42.00;42.00;65.00
Jul 28, 2019 9:00 PM;Jul 28, 2019 9:15 PM;40.87;-;40.87;40.87;40.87;40.87;40.87;39.90;40.87;-;39.90;37.79;45.93;-;45.00;45.00;65.04
Jul 28, 2019 9:15 PM;Jul 28, 2019 9:30 PM;40.87;-;40.87;40.87;40.87;40.87;40.87;39.90;40.87;-;39.90;37.79;45.93;-;45.00;45.00;65.04
Jul 28, 2019 9:30 PM;Jul 28, 2019 9:45 PM;40.87;-;40.87;40.87;40.87;40.87;40.87;39.90;40.87;-;39.90;37.79;45.93;-;45.00;45.00;65.04
Jul 28, 2019 9:45 PM;Jul 28, 2019 10:00 PM;40.87;-;40.87;40.87;40.87;40.87;40.87;39.90;40.87;-;39.90;37.79;45.93;-;45.00;45.00;65.04
Jul 28, 2019 10:00 PM;Jul 28, 2019 10:15 PM;41.46;-;41.46;41.46;41.46;41.46;41.46;40.14;41.46;-;40.14;38.45;44.60;-;41.46;41.46;47.51
Jul 28, 2019 10:15 PM;Jul 28, 2019 10:30 PM;41.46;-;41.46;41.46;41.46;41.46;41.46;40.14;41.46;-;40.14;38.45;44.60;-;41.46;41.46;47.51
Jul 28, 2019 10:30 PM;Jul 28, 2019 10:45 PM;41.46;-;41.46;41.46;41.46;41.46;41.46;40.14;41.46;-;40.14;38.45;44.60;-;41.46;41.46;47.51
Jul 28, 2019 10:45 PM;Jul 28, 2019 11:00 PM;41.46;-;41.46;41.46;41.46;41.46;41.46;40.14;41.46;-;40.14;38.45;44.60;-;41.46;41.46;47.51
Jul 28, 2019 11:00 PM;Jul 28, 2019 11:15 PM;39.01;-;39.01;39.01;39.01;39.01;39.01;38.85;39.01;-;38.85;39.03;40.90;-;39.01;39.01;43.88
Jul 28, 2019 11:15 PM;Jul 28, 2019 11:30 PM;39.01;-;39.01;39.01;39.01;39.01;39.01;38.85;39.01;-;38.85;39.03;40.90;-;39.01;39.01;43.88
Jul 28, 2019 11:30 PM;Jul 28, 2019 11:45 PM;39.01;-;39.01;39.01;39.01;39.01;39.01;38.85;39.01;-;38.85;39.03;40.90;-;39.01;39.01;43.88
Jul 28, 2019 11:45 PM;Jul 29, 2019 12:00 AM;39.01;-;39.01;39.01;39.01;39.01;39.01;38.85;39.01;-;38.85;39.03;40.90;-;39.01;39.01;43.88
Jul 29, 2019 12:00 AM;Jul 29, 2019 12:15 AM;35.77;-;35.77;35.77;36.96;35.77;35.77;36.96;35.77;-;36.96;35.69;35.57;-;35.77;35.77;39.58
Jul 29, 2019 12:15 AM;Jul 29, 2019 12:30 AM;35.77;-;35.77;35.77;36.96;35.77;35.77;36.96;35.77;-;36.96;35.69;35.57;-;35.77;35.77;39.58
Jul 29, 2019 12:30 AM;Jul 29, 2019 12:45 AM;35.77;-;35.77;35.77;36.96;35.77;35.77;36.96;35.77;-;36.96;35.69;35.57;-;35.77;35.77;39.58
